year,month,day,site,animal_id,sl,age,mark
2017,5,24,NB,NB_2.28,74,1,1
2017,5,24,NB,NB_2.29,70,1,1
2017,5,24,NB,NB_2.30,84,1,1
2017,5,24,NB,NB_2.31,109,1,1
2017,5,24,NB,NB_2.32,130,1,1
2017,5,24,NB,NB_2.33,115,1,1
2017,5,24,NB,NB_2.34,121,1,1
2017,5,24,NB,NB_2.35,131,1,1
2017,5,24,NB,NB_2.36,99,1,1
2017,5,24,NB,NB_2.37,122,1,1
2017,5,24,NB,NB_2.38,124,1,1
2017,5,24,NB,NB_2.39,115,1,1
2017,5,24,NB,NB_2.40,121,1,1
2017,5,24,NB,NB_2.41,94,1,1
2017,5,24,NB,NB_2.42,79,1,1
2017,5,24,NB,NB_2.43,119,1,1
2017,5,24,NB,NB_2.44,113,1,1
2017,5,24,NB,NB_2.45,101,1,1
2017,5,24,NB,NB_2.46,121,1,1
2017,5,24,NB,NB_2.47,80,1,1
2017,5,24,NB,NB_2.48,104,1,1
2017,5,24,NB,NB_2.49,105,1,1
2017,5,24,NB,NB_2.50,94,1,1
2017,5,24,NB,NB_2.51,70,1,1
2017,5,24,NB,NB_2.52,60,1,1
2017,5,24,NB,NB_2.53,84,1,1
2017,5,24,NB,NB_2.54,76,1,1
2017,5,24,NB,NB_2.55,71,1,1
2017,5,24,NB,NB_2.56,79,1,1
2017,5,24,NB,NB_2.57,71,1,1
2017,5,24,NB,NB_2.58,79,1,1
2017,5,24,NB,NB_2.59,83,1,1
2017,5,24,NB,NB_2.60,64,1,1
2017,5,24,NB,NB_2.61,82,1,1
2017,5,24,NB,NB_2.62,87,1,1
2017,5,24,NB,NB_2.63,55,1,1
2017,5,24,NB,NB_2.64,89,1,1
2017,5,24,NB,NB_2.65,47,1,1
2017,5,24,NB,NB_2.66,90,1,1
2017,5,24,NB,NB_2.67,56,1,1
2017,5,24,NB,NB_2.68,88,1,1
2017,5,24,NB,NB_2.69,73,1,1
2017,5,24,NB,NB_2.70,95,1,1
2017,5,24,NB,NB_2.71,78,1,1
2017,5,24,NB,NB_2.72,83,1,1
2017,5,24,NB,NB_2.73,83,1,1
2017,5,24,NB,NB_2.74,68,1,1
2017,5,24,NB,NB_2.75,91,1,1
2017,5,24,NB,NB_2.76,82,1,1
2017,5,24,NB,NB_2.77,89,1,1
2017,5,24,NB,NB_2.78,78,1,1
2017,5,24,NB,NB_2.79,71,1,1
2017,5,24,NB,NB_2.80,88,1,1
2017,5,24,NB,NB_2.81,75,1,1
2017,5,24,NB,NB_2.82,93,1,1
2017,5,24,NB,NB_2.83,84,1,1
2017,5,24,NB,NB_2.84,41,1,1
2017,5,24,NB,NB_2.85,56,1,1
2017,5,24,NB,NB_2.86,93,1,1
2017,5,24,NB,NB_2.87,62,1,1
2017,5,24,NB,NB_2.88,88,1,1
2017,5,24,NB,NB_2.89,90,1,1
2017,5,24,NB,NB_2.90,105,1,1
2017,5,24,NB,NB_2.91,89,1,1
2017,5,24,NB,NB_2.92,87,1,1
2017,5,24,NB,NB_2.93,100,1,1
2017,5,24,NB,NB_2.94,96,1,1
2017,5,24,NB,NB_2.95,103,1,1
2017,5,24,NB,NB_2.96,105,1,1
2017,5,24,NB,NB_2.97,90,1,1
2017,5,24,NB,NB_2.98,82,1,1
2017,5,24,NB,NB_2.99,75,1,1
2017,5,24,NB,NB_2.100,119,1,1
2017,5,24,NB,NB_2.101,82,1,1
2017,5,24,NB,NB_2.102,93,1,1
2017,5,24,NB,NB_2.103,79,1,1
2017,5,24,NB,NB_2.104,89,1,1
2017,5,24,NB,NB_2.105,77,1,1
2017,5,24,NB,NB_2.106,71,1,1
2017,5,24,NB,NB_2.107,76,1,1
2017,5,24,NB,NB_2.108,62,1,1
2017,5,24,NB,NB_2.109,74,1,1
2017,5,24,NB,NB_2.110,94,1,1
2017,5,24,NB,NB_2.111,117,1,1
2017,5,24,NB,NB_2.112,115,1,1
2017,5,24,NB,NB_2.113,122,1,1
2017,5,24,NB,NB_2.114,113,1,1
2017,5,24,NB,NB_2.115,146,2,1
2017,5,24,NB,NB_2.116,121,1,1
2017,5,24,NB,NB_2.117,122,1,1
2017,5,24,NB,NB_2.118,116,1,1
2017,5,24,NB,NB_2.119,98,1,1
2017,5,24,NB,NB_2.120,143,1,1
2017,5,24,NB,NB_2.121,83,1,1
2017,5,24,NB,NB_2.122,81,1,1
2017,5,24,NB,NB_2.123,90,1,1
2017,5,24,NB,NB_2.124,66,1,1
2017,5,24,NB,NB_2.125,75,1,1
2017,5,24,NB,NB_2.126,78,1,1
2017,5,24,NB,NB_2.127,73,1,1
2017,5,24,NB,NB_2.128,78,1,1
2017,5,24,NB,NB_2.129,73,1,1
2017,5,24,NB,NB_2.130,90,1,1
2017,5,24,NB,NB_2.131,50,1,1
2017,5,24,NB,NB_2.132,89,1,1
2017,5,24,NB,NB_2.133,70,1,1
2017,5,24,NB,NB_2.134,101,1,1
2017,5,24,NB,NB_2.135,98,1,1
2017,5,24,NB,NB_2.136,81,1,1
2017,5,24,NB,NB_2.137,83,1,1
2017,5,24,NB,NB_2.138,86,1,1
2017,5,24,NB,NB_2.139,89,1,1
2017,5,24,NB,NB_2.140,122,1,1
2017,5,24,NB,NB_2.141,114,1,1
2017,5,24,NB,NB_2.142,155,2,1
2017,5,24,NB,NB_2.143,145,2,1
2017,5,24,NB,NB_2.144,121,1,1
2017,5,24,NB,NB_2.145,152,2,1
2017,5,24,NB,NB_2.146,129,1,1
2017,5,24,NB,NB_2.147,116,1,1
2017,5,24,NB,NB_2.148,128,1,1
2017,5,24,NB,NB_2.149,112,1,1
2017,5,24,NB,NB_2.150,117,1,1
2017,5,24,NB,NB_2.151,70,1,1
2017,5,24,NB,NB_2.152,94,1,1
2017,5,24,NB,NB_2.153,74,1,1
2017,5,24,NB,NB_2.154,112,1,1
2017,5,24,NB,NB_2.155,99,1,1
2017,5,24,NB,NB_2.156,87,1,1
2017,5,24,NB,NB_2.157,80,1,1
2017,5,24,NB,NB_2.158,79,1,1
2017,5,24,NB,NB_2.159,121,1,1
2017,5,24,NB,NB_2.160,82,1,1
2017,5,24,NB,NB_2.161,102,1,1
2017,5,24,NB,NB_2.162,115,1,1
2017,5,24,NB,NB_2.163,87,1,1
2017,5,24,NB,NB_2.164,108,1,1
2017,5,24,NB,NB_2.165,107,1,1
2017,5,24,NB,NB_2.166,108,1,1
2017,5,24,NB,NB_2.167,71,1,1
2017,5,24,NB,NB_2.168,132,1,1
2017,5,24,NB,NB_2.169,103,1,1
2017,5,24,NB,NB_2.170,108,1,1
2017,5,24,NB,NB_2.171,116,1,1
2017,5,24,NB,NB_2.172,107,1,1
2017,5,24,NB,NB_2.173,120,1,1
2017,5,24,NB,NB_2.174,85,1,1
2017,5,24,NB,NB_2.175,103,1,1
2017,5,24,NB,NB_2.176,130,1,1
2017,5,24,NB,NB_2.177,115,1,1
2017,5,24,NB,NB_2.178,122,1,1
2017,5,24,NB,NB_2.179,79,1,1
2017,5,24,NB,NB_2.180,92,1,1
2017,5,24,NB,NB_2.181,82,1,1
2017,5,24,NB,NB_2.182,103,1,1
2017,5,24,NB,NB_2.183,98,1,1
2017,5,24,NB,NB_2.184,91,1,1
2017,5,24,NB,NB_2.185,107,1,1
2017,5,24,NB,NB_2.186,102,1,1
2017,5,24,NB,NB_2.187,104,1,1
2017,5,24,NB,NB_2.188,75,1,1
2017,5,24,NB,NB_2.189,72,1,1
2017,5,24,NB,NB_2.190,101,1,1
2017,5,24,NB,NB_2.191,106,1,1
2017,5,24,NB,NB_2.192,76,1,1
2017,5,24,NB,NB_2.193,104,1,1
2017,5,24,NB,NB_2.194,103,1,1
2017,5,24,NB,NB_2.195,87,1,1
2017,5,24,NB,NB_2.196,90,1,1
2017,5,24,NB,NB_2.197,116,1,1
2017,5,24,NB,NB_2.198,96,1,1
2017,5,24,NB,NB_2.199,100,1,1
2017,5,24,NB,NB_2.200,97,1,1
2017,5,24,NB,NB_2.201,86,1,1
2017,5,24,NB,NB_2.202,70,1,1
2017,5,24,NB,NB_2.203,104,1,1
2017,5,24,NB,NB_2.204,81,1,1
2017,5,24,NB,NB_2.205,74,1,1
2017,5,24,NB,NB_2.206,83,1,1
2017,5,24,NB,NB_2.207,96,1,1
2017,5,24,NB,NB_2.208,52,1,1
2017,5,24,NB,NB_2.209,80,1,1
2017,5,24,NB,NB_2.210,87,1,1
2017,5,24,NB,NB_2.211,72,1,1
2017,5,24,NB,NB_2.212,93,1,1
2017,5,24,NB,NB_2.213,75,1,1
2017,5,24,NB,NB_2.214,70,1,1
2017,5,24,NB,NB_2.215,74,1,1
2017,5,24,NB,NB_2.216,88,1,1
2017,5,24,NB,NB_2.217,90,1,1
2017,5,24,NB,NB_2.218,69,1,1
2017,5,24,NB,NB_2.219,78,1,1
2017,5,24,NB,NB_2.220,70,1,1
2017,5,24,NB,NB_2.221,69,1,1
2017,5,24,NB,NB_2.222,54,1,1
2017,5,24,NB,NB_2.223,91,1,1
2017,5,24,NB,NB_2.224,81,1,1
2017,5,24,NB,NB_2.225,72,1,1
2017,5,24,NB,NB_2.226,92,1,1
2017,5,24,NB,NB_2.227,93,1,1
2017,5,24,NB,NB_2.228,85,1,1
2017,5,24,NB,NB_2.229,82,1,1
2017,5,24,NB,NB_2.230,43,1,1
2017,5,24,NB,NB_2.231,42,1,1
2017,5,24,NB,NB_2.232,69,1,1
2017,5,24,NB,NB_2.233,96,1,1
2017,5,24,NB,NB_2.234,81,1,1
2017,5,24,NB,NB_2.235,74,1,1
2017,5,24,NB,NB_2.236,72,1,1
2017,5,24,NB,NB_2.237,74,1,1
2017,5,24,NB,NB_2.238,73,1,1
2017,5,24,NB,NB_2.239,77,1,1
2017,5,24,NB,NB_2.240,73,1,1
2017,5,24,NB,NB_2.241,67,1,1
2017,5,24,NB,NB_2.242,84,1,1
2017,5,24,NB,NB_2.243,72,1,1
2017,5,24,NB,NB_2.244,79,1,1
2017,5,24,NB,NB_2.245,77,1,1
2017,5,24,NB,NB_2.246,74,1,1
2017,5,24,NB,NB_2.247,83,1,1
2017,5,24,NB,NB_2.248,72,1,1
2017,5,24,NB,NB_2.249,95,1,1
2017,5,24,NB,NB_2.250,46,1,1
2017,5,24,NB,NB_2.251,78,1,1
2017,5,24,NB,NB_2.252,93,1,1
2017,5,24,NB,NB_2.253,89,1,1
2017,5,24,NB,NB_2.254,91,1,1
2017,5,24,NB,NB_2.255,109,1,1
2017,5,24,NB,NB_2.256,96,1,1
2017,5,24,NB,NB_2.257,88,1,1
2017,5,24,NB,NB_2.258,105,1,1
2017,5,24,NB,NB_2.259,75,1,1
2017,5,24,NB,NB_2.260,131,1,1
2017,5,24,NB,NB_2.261,130,1,1
2017,5,24,NB,NB_2.262,127,1,1
2017,5,24,NB,NB_2.263,118,1,1
2017,5,24,NB,NB_2.264,137,1,1
2017,5,24,NB,NB_2.265,118,1,1
2017,5,24,NB,NB_2.266,122,1,1
2017,5,24,NB,NB_2.267,151,1,1
2017,5,24,NB,NB_2.268,145,2,1
2017,5,24,NB,NB_2.269,141,2,1
2017,5,24,NB,NB_2.270,117,1,1
2017,5,24,NB,NB_2.271,124,1,1
2017,5,24,NB,NB_2.272,110,1,1
2017,5,24,NB,NB_2.273,112,1,1
2017,5,24,NB,NB_2.274,135,1,1
2017,5,24,NB,NB_2.275,130,1,1
2017,5,24,NB,NB_2.276,106,1,1
2017,5,24,NB,NB_2.277,117,1,1
2017,5,24,NB,NB_2.278,102,1,1
2017,5,24,NB,NB_2.279,136,1,1
2017,5,24,NB,NB_2.280,77,1,1
2017,5,24,NB,NB_2.281,79,1,1
2017,5,24,NB,NB_2.282,42,1,1
2017,5,24,NB,NB_2.283,41,1,1
2017,5,24,NB,NB_2.284,91,1,1
2017,5,24,NB,NB_2.285,87,1,1
2017,5,24,NB,NB_2.286,78,1,1
2017,5,24,NB,NB_2.287,82,1,1
2017,5,24,NB,NB_2.288,81,1,1
2017,5,24,NB,NB_2.289,72,1,1
2017,5,24,CC,CC_2.1,87,1,1
2017,5,24,CC,CC_2.2,79,1,1
2017,5,24,CC,CC_2.3,111,1,1
2017,5,24,CC,CC_2.4,88,1,1
2017,5,24,CC,CC_2.5,99,1,1
2017,5,24,CC,CC_2.6,83,1,1
2017,5,24,CC,CC_2.7,87,1,1
2017,5,24,CC,CC_2.8,92,1,1
2017,5,24,CC,CC_2.9,113,1,1
2017,5,24,CC,CC_2.10,117,1,1
2017,5,24,CC,CC_2.11,97,1,1
2017,5,24,CC,CC_2.12,78,1,1
2017,5,24,CC,CC_2.13,78,1,1
2017,5,24,CC,CC_2.14,88,1,1
2017,5,24,CC,CC_2.15,89,1,1
2017,5,24,CC,CC_2.16,55,1,1
2017,5,24,CC,CC_2.17,78,1,1
2017,5,24,CC,CC_2.18,87,1,1
2017,5,24,CC,CC_2.19,48,1,1
2017,5,24,CC,CC_2.20,45,1,1
2017,5,24,CC,CC_2.21,42,1,1
2017,5,24,CC,CC_2.22,42,1,1
2017,5,24,CC,CC_2.23,44,1,1
2017,5,24,CC,CC_2.24,41,1,1
2017,5,24,CC,CC_2.25,51,1,1
2017,5,24,CC,CC_2.26,46,1,1
2017,5,24,CC,CC_2.27,54,1,1
2017,5,24,CC,CC_2.28,63,1,1
2017,5,24,CC,CC_2.29,89,1,1
2017,5,24,CC,CC_2.30,91,1,1
2017,5,24,CC,CC_2.31,99,1,1
2017,5,24,CC,CC_2.32,94,1,1
2017,5,24,CC,CC_2.33,120,1,1
2017,5,24,CC,CC_2.34,102,1,1
2017,5,24,CC,CC_2.35,92,1,1
2017,5,24,CC,CC_2.36,78,1,1
2017,5,24,CC,CC_2.37,75,1,1
2017,5,24,CC,CC_2.38,43,1,1
2017,5,24,CC,CC_2.39,66,1,1
2017,5,24,CC,CC_2.40,86,1,1
2017,5,24,CC,CC_2.41,88,1,1
2017,5,24,CC,CC_2.42,85,1,1
2017,5,24,CC,CC_2.43,132,1,1
2017,5,24,CC,CC_2.44,90,1,1
2017,5,24,CC,CC_2.45,79,1,1
2017,5,24,CC,CC_2.46,76,1,1
2017,5,24,CC,CC_2.47,87,1,1
2017,5,24,CC,CC_2.48,95,1,1
2017,5,24,CC,CC_2.49,92,1,1
2017,5,24,CC,CC_2.50,96,1,1
2017,5,24,MI,MI_2.1,66,1,1
2017,5,24,MI,MI_2.2,69,1,1
2017,5,24,MI,MI_2.3,82,1,1
2016,10,19,MI,MI_2.3,82,1,1
2016,10,19,MI,MI_2.4,83,1,1
2017,5,24,MI,MI_2.4,83,1,1
2017,5,24,MI,MI_2.5,74,1,1
2017,5,24,MI,MI_2.6,78,1,1
2017,5,24,MI,MI_2.7,67,1,1
2017,5,24,MI,MI_2.8,79,1,1
2017,5,24,MI,MI_2.9,86,1,1
2017,5,24,MI,MI_2.10,87,1,1
2017,5,24,MI,MI_2.11,78,1,1
2017,5,24,MI,MI_2.12,83,1,1
2017,5,24,MI,MI_2.13,96,1,1
2017,5,24,MI,MI_2.14,80,1,1
2017,5,24,MI,MI_2.15,76,1,1
2017,5,24,MI,MI_2.16,83,1,1
2017,5,24,MI,MI_2.17,78,1,1
2017,5,24,MI,MI_2.18,85,1,1
2016,10,19,MI,MI_2.18,85,1,1
2017,5,24,MI,MI_2.19,109,1,1
2017,5,24,MI,MI_2.20,106,1,1
2017,5,24,MI,MI_2.21,40,1,1
2017,5,24,MI,MI_2.22,38,1,1
2017,5,24,MI,MI_2.23,44,1,1
2017,5,24,MI,MI_2.24,59,1,1
2017,5,24,MI,MI_2.25,64,1,1
2017,5,24,MI,MI_2.26,40,1,1
2017,5,24,MI,MI_2.27,50,1,1
2017,5,24,MI,MI_2.28,62,1,1
2017,5,24,MI,MI_2.29,72,1,1
2017,5,24,MI,MI_2.30,61,1,1
2017,5,24,MI,MI_2.31,32,1,1
2017,5,24,MI,MI_2.32,42,1,1
2017,5,24,MI,MI_2.33,40,1,1
2017,5,24,MI,MI_2.34,39,1,1
2017,5,24,MI,MI_2.35,45,1,1
2017,5,24,MI,MI_2.36,45,1,1
2017,5,24,MI,MI_2.37,48,1,1
2017,5,24,MI,MI_2.38,53,1,1
2017,5,24,MI,MI_2.39,52,1,1
2017,5,24,MI,MI_2.40,64,1,1
2017,5,24,MI,MI_2.41,41,1,1
2017,5,24,MI,MI_2.42,43,1,1
2017,5,24,MI,MI_2.43,40,1,1
2017,5,24,MI,MI_2.44,41,1,1
2017,5,24,MI,MI_2.45,45,1,1
2017,5,24,MI,MI_2.46,44,1,1
2017,5,24,MI,MI_2.47,40,1,1
2017,5,24,MI,MI_2.48,45,1,1
2017,5,24,MI,MI_2.49,52,1,1
2017,5,24,MI,MI_2.50,62,1,1
2017,5,24,MI,MI_2.51,39,1,1
2017,5,24,MI,MI_2.52,41,1,1
2017,5,24,MI,MI_2.53,52,1,1
2017,5,24,MI,MI_2.54,40,1,1
2017,5,24,MI,MI_2.55,45,1,1
2017,5,24,MI,MI_2.56,48,1,1
2017,5,24,MI,MI_2.57,37,1,1
2017,5,24,MI,MI_2.58,37,1,1
2017,5,24,MI,MI_2.59,42,1,1
2017,5,24,MI,MI_2.60,43,1,1
2017,5,24,MI,MI_2.61,49,1,1
2017,5,24,MI,MI_2.62,53,1,1
,,,,,,,
2016,10,14,NB,NB_0.1,84,0,1
2016,10,14,NB,NB_0.2,80,0,1
2016,10,14,NB,NB_0.3,67,0,1
2016,10,14,NB,NB_0.4,79,0,1
2016,10,14,NB,NB_0.5,66,0,1
2016,10,14,NB,NB_0.6,61,0,1
2016,10,14,NB,NB_0.7,59,0,1
2016,10,14,NB,NB_0.8,61,0,1
2016,10,14,NB,NB_0.9,64,0,1
2016,10,14,NB,NB_0.10,57,0,1
2016,10,14,NB,NB_0.11,71,0,1
2016,10,14,NB,NB_0.12,46,0,1
2016,10,14,NB,NB_0.13,56,0,1
2016,10,14,NB,NB_0.14,49,0,1
2016,10,14,NB,NB_0.15,72,0,1
2016,10,14,NB,NB_0.16,84,0,1
2016,10,14,NB,NB_0.17,68,0,1
2016,10,14,NB,NB_0.18,76,0,1
2016,10,14,NB,NB_0.19,59,0,1
2016,10,14,NB,NB_0.20,63,0,1
2016,10,14,NB,NB_0.21,81,0,1
2016,10,14,NB,NB_0.22,80,0,1
2016,10,14,NB,NB_0.23,82,0,1
2016,10,14,NB,NB_0.24,57,0,1
2016,10,14,NB,NB_0.25,61,0,1
2016,10,14,NB,NB_0.26,82,0,1
2016,10,14,NB,NB_0.27,55,0,1
2016,10,14,NB,NB_0.28,75,0,1
2016,10,14,NB,NB_0.29,82,0,1
2016,10,14,NB,NB_0.30,56,0,1
2016,10,14,NB,NB_0.31,48,0,1
2016,10,14,NB,NB_0.32,55,0,1
2016,10,14,NB,NB_0.33,54,0,1
2016,10,14,NB,NB_0.34,72,0,1
2016,10,14,NB,NB_0.35,41,0,1
2016,10,14,NB,NB_0.36,68,0,1
2016,10,14,NB,NB_0.37,65,0,1
2016,10,14,NB,NB_0.38,81,0,1
2016,10,14,NB,NB_0.39,62,0,1
2016,10,14,NB,NB_0.40,79,0,1
2016,10,14,NB,NB_0.41,59,0,1
2016,10,14,NB,NB_0.42,62,0,1
2016,10,14,NB,NB_0.43,48,0,1
2016,10,14,NB,NB_0.44,62,0,1
2016,10,14,NB,NB_0.45,65,0,1
2016,10,14,NB,NB_0.46,65,0,1
2016,10,14,NB,NB_0.47,71,0,1
2016,10,14,NB,NB_0.48,62,0,1
2016,10,14,NB,NB_0.49,62,0,1
2016,10,14,NB,NB_0.50,41,0,1
2016,10,14,NB,NB_0.51,71,0,1
2016,10,14,NB,NB_0.52,76,0,1
2016,10,14,NB,NB_0.53,,0,1
2016,10,14,NB,NB_0.54,,0,1
2016,10,14,NB,NB_0.55,,0,1
2016,10,14,NB,NB_0.56,,0,1
2016,10,14,NB,NB_0.57,,0,1
2016,10,14,NB,NB_0.58,,0,1
2016,10,14,NB,NB_0.59,,0,1
2016,10,14,NB,NB_0.60,,0,1
2016,10,14,NB,NB_0.61,,0,1
2016,10,14,NB,NB_0.62,,0,1
2016,10,14,NB,NB_0.63,,0,1
2016,10,14,NB,NB_0.64,,0,1
2016,10,14,NB,NB_0.65,,0,1
2016,10,14,NB,NB_0.66,,0,1
2016,10,14,NB,NB_0.67,,0,1
2016,10,14,NB,NB_0.68,,0,1
2016,10,14,NB,NB_0.69,,0,1
2016,10,14,NB,NB_0.70,,0,1
2016,10,14,NB,NB_0.71,,0,1
2016,10,14,NB,NB_0.72,,0,1
2016,10,14,NB,NB_0.73,,0,1
2016,10,14,NB,NB_0.74,,0,1
2016,10,14,NB,NB_0.75,,0,1
2016,10,14,NB,NB_0.76,,0,1
2016,10,14,NB,NB_0.77,,0,1
2016,10,14,NB,NB_0.78,,0,1
2016,10,14,NB,NB_0.79,,0,1
2016,10,14,NB,NB_0.80,,0,1
2016,10,14,NB,NB_0.81,,0,1
2016,10,14,NB,NB_0.82,,0,1
2016,10,14,NB,NB_0.83,,0,1
2016,10,14,NB,NB_0.84,,0,1
2016,10,14,NB,NB_0.85,,0,1
2016,10,14,NB,NB_0.86,,0,1
2016,10,14,NB,NB_0.87,,0,1
2016,10,14,NB,NB_0.88,,0,1
2016,10,14,NB,NB_0.89,,0,1
2016,10,14,NB,NB_0.90,,0,1
2016,10,14,NB,NB_0.91,,0,1
2016,10,14,NB,NB_0.92,,0,1
2016,10,14,NB,NB_0.93,,0,1
2016,10,14,NB,NB_0.94,,0,1
2016,10,14,NB,NB_0.95,,0,1
2016,10,14,NB,NB_0.96,,0,1
2016,10,14,NB,NB_0.97,,0,1
2016,10,14,NB,NB_0.98,,0,1
2016,10,14,NB,NB_0.99,,0,1
2016,10,14,NB,NB_0.100,,0,1
2016,10,14,NB,NB_0.101,,0,1
2016,10,14,NB,NB_0.102,,0,1
2016,10,14,NB,NB_0.103,,0,1
2016,10,14,NB,NB_0.104,,0,1
2016,10,14,NB,NB_0.105,,0,1
2016,10,14,NB,NB_0.106,,0,1
2016,10,14,NB,NB_0.107,,0,1
2016,10,14,NB,NB_0.108,,0,1
2016,10,14,NB,NB_0.109,,0,1
2016,10,14,NB,NB_0.110,,0,1
2016,10,14,NB,NB_0.111,,0,1
2016,10,14,NB,NB_0.112,,0,1
2016,10,14,NB,NB_0.113,,0,1
2016,10,14,NB,NB_0.114,,0,1
2016,10,14,NB,NB_0.115,,0,1
2016,10,14,NB,NB_0.116,,0,1
2016,10,14,NB,NB_0.117,,0,1
2016,10,14,NB,NB_0.118,,0,1
2016,10,14,NB,NB_0.119,,0,1
2016,10,14,NB,NB_0.120,,0,1
2016,10,14,NB,NB_0.121,,0,1
2016,10,14,NB,NB_0.122,,0,1
2016,10,14,NB,NB_0.123,,0,1
2016,10,14,NB,NB_0.124,,0,1
2016,10,14,NB,NB_0.125,,0,1
2016,10,14,NB,NB_0.126,,0,1
2016,10,14,NB,NB_0.127,,0,1
2016,10,14,NB,NB_0.128,,0,1
2016,10,14,NB,NB_0.129,,0,1
2016,10,14,NB,NB_0.130,,0,1
2016,10,14,NB,NB_0.131,,0,1
2016,10,14,NB,NB_0.132,,0,1
2016,10,14,NB,NB_0.133,,0,1
2016,10,14,NB,NB_0.134,,0,1
2016,10,14,NB,NB_0.135,,0,1
2016,10,14,NB,NB_0.136,,0,1
2016,10,14,NB,NB_0.137,,0,1
2016,10,14,NB,NB_0.138,,0,1
2016,10,14,NB,NB_0.139,,0,1
2016,10,14,NB,NB_0.140,,0,1
2016,10,19,NB,NB_0.141,63,0,1
2016,10,19,NB,NB_0.142,87,0,1
2016,10,19,NB,NB_0.143,68,0,1
2016,10,19,NB,NB_0.144,77,0,1
2016,10,19,NB,NB_0.145,89,0,1
2016,10,19,NB,NB_0.146,79,0,1
2016,10,19,NB,NB_0.147,59,0,1
2016,10,19,NB,NB_0.148,89,0,1
2016,10,19,NB,NB_0.149,66,0,1
2016,10,19,NB,NB_0.150,93,0,1
2016,10,19,NB,NB_0.151,52,0,1
2016,10,19,NB,NB_0.152,77,0,1
2016,10,19,NB,NB_0.153,58,0,1
2016,10,19,NB,NB_0.154,58,0,1
2016,10,19,NB,NB_0.155,69,0,1
2016,10,19,NB,NB_0.156,63,0,1
2016,10,19,NB,NB_0.157,63,0,1
2016,10,19,NB,NB_0.158,62,0,1
2016,10,19,NB,NB_0.159,55,0,1
2016,10,19,NB,NB_0.160,82,0,1
2016,10,19,NB,NB_0.161,67,0,1
2016,10,19,NB,NB_0.162,65,0,1
2016,10,19,NB,NB_0.163,65,0,1
2016,10,19,NB,NB_0.164,66,0,1
2016,10,19,NB,NB_0.165,81,0,1
2016,10,19,NB,NB_0.166,63,0,1
2016,10,19,NB,NB_0.167,77,0,1
2016,10,19,NB,NB_0.168,68,0,1
2016,10,19,NB,NB_0.169,76,0,1
2016,10,19,NB,NB_0.170,,0,1
2016,10,19,NB,NB_0.171,,0,1
2016,10,19,NB,NB_0.172,,0,1
2016,10,19,NB,NB_0.173,,0,1
2016,10,19,NB,NB_0.174,,0,1
2016,10,19,NB,NB_0.175,,0,1
2016,10,19,NB,NB_0.176,,0,1
2016,10,19,NB,NB_0.177,,0,1
2016,10,19,NB,NB_0.178,,0,1
2016,10,19,NB,NB_0.179,,0,1
2016,10,19,NB,NB_0.180,,0,1
2016,10,19,NB,NB_0.181,,0,1
2016,10,19,NB,NB_0.182,,0,1
2016,10,19,NB,NB_0.183,,0,1
2016,10,19,NB,NB_0.184,,0,1
2016,10,19,NB,NB_0.185,,0,1
2016,10,19,NB,NB_0.186,,0,1
2016,10,19,NB,NB_0.187,,0,1
2016,10,19,NB,NB_0.188,,0,1
2016,10,19,NB,NB_0.189,,0,1
2016,10,19,NB,NB_0.190,,0,1
2016,10,19,NB,NB_0.191,,0,1
2016,10,19,NB,NB_0.192,,0,1
2016,10,19,NB,NB_0.193,,0,1
2016,10,19,NB,NB_0.194,,0,1
2016,10,19,NB,NB_0.195,,0,1
2016,10,19,NB,NB_0.196,,0,1
2016,10,19,NB,NB_0.197,,0,1
2016,10,19,NB,NB_0.198,,0,1
2016,10,19,NB,NB_0.199,,0,1
2016,10,19,NB,NB_0.200,,0,1
2016,10,19,NB,NB_0.201,,0,1
2016,10,19,NB,NB_0.202,,0,1
2016,10,19,NB,NB_0.203,,0,1
2016,10,19,NB,NB_0.204,,0,1
2016,10,19,NB,NB_0.205,,0,1
2016,10,19,NB,NB_0.206,,0,1
2016,10,19,NB,NB_0.207,,0,1
2016,10,19,NB,NB_0.208,,0,1
2016,10,19,NB,NB_0.209,,0,1
2016,10,19,NB,NB_0.210,,0,1
2016,10,19,NB,NB_0.211,,0,1
2016,10,19,NB,NB_0.212,,0,1
2016,10,19,NB,NB_0.213,,0,1
2016,10,19,NB,NB_0.214,,0,1
2016,10,19,NB,NB_0.215,,0,1
2016,10,19,NB,NB_0.216,,0,1
2016,10,19,NB,NB_0.217,,0,1
2016,10,19,NB,NB_0.218,,0,1
