"year","month","day","time","tank","temperature"
2017,1,21,1120,10,1
2017,1,21,1500,10,1.1
2017,1,21,1120,11,1
2017,1,21,1500,11,1.1
2017,1,21,1120,12,1
2017,1,21,1500,12,1.1
2017,1,21,1120,13,1
2017,1,21,1500,13,1.1
2017,1,21,1120,14,1
2017,1,21,1500,14,1.1
2017,1,21,1120,15,1
2017,1,21,1500,15,1.1
2017,1,21,1120,16,1
2017,1,21,1500,16,1.1
2017,1,21,1120,17,1
2017,1,21,1500,17,1.1
2017,1,21,1120,18,1.1
2017,1,21,1500,18,1.2
2017,1,21,1120,19,1
2017,1,21,1500,19,1.1
2017,1,21,1120,20,1
2017,1,21,1500,20,1.1
2017,1,21,1120,21,1
2017,1,21,1500,21,1.1
2017,1,21,1120,22,1
2017,1,21,1500,22,1.1
2017,1,21,1120,23,1.1
2017,1,21,1500,23,1.1
2017,1,21,1120,24,1
2017,1,21,1500,24,1.1
2017,1,21,1120,25,1
2017,1,21,1500,25,1.1
2017,1,21,1120,26,0.9
2017,1,21,1500,26,1.1
2017,1,21,1120,27,0.9
2017,1,21,1500,27,1
2017,1,21,1120,28,0.9
2017,1,21,1500,28,1
2017,1,21,1120,29,0.9
2017,1,21,1500,29,1
2017,1,21,1120,30,0.9
2017,1,21,1500,30,1
2017,1,21,1120,31,1.1
2017,1,21,1500,31,1.1
2017,1,21,1120,32,1.1
2017,1,21,1500,32,1.1
2017,1,21,1120,33,1.1
2017,1,21,1500,33,1.1
2017,1,21,1120,34,1
2017,1,21,1500,34,1.1
2017,1,21,1120,35,1.1
2017,1,21,1500,35,1.2
2017,1,21,1120,36,1.1
2017,1,21,1500,36,1.1
2017,1,22,1030,1,1.1
2017,1,22,1435,1,1.1
2017,1,22,1030,2,1.1
2017,1,22,1435,2,1.1
2017,1,22,1030,3,1.1
2017,1,22,1435,3,1.1
2017,1,22,1030,4,1.1
2017,1,22,1435,4,1.1
2017,1,22,1030,5,1.1
2017,1,22,1435,5,1.1
2017,1,22,1030,6,1.1
2017,1,22,1435,6,1
2017,1,22,1030,7,1.1
2017,1,22,1435,7,1
2017,1,22,1030,8,1.1
2017,1,22,1435,8,1.1
2017,1,22,1030,9,1.2
2017,1,22,1435,9,1.1
2017,1,22,1030,10,1.2
2017,1,22,1435,10,1.1
2017,1,22,1030,11,1.1
2017,1,22,1435,11,1.1
2017,1,22,1030,12,1.1
2017,1,22,1435,12,1.1
2017,1,22,1030,13,1.2
2017,1,22,1435,13,1.1
2017,1,22,1030,14,1.2
2017,1,22,1435,14,1.2
2017,1,22,1030,15,1.2
2017,1,22,1435,15,1.1
2017,1,22,1030,16,1.2
2017,1,22,1435,16,1.2
2017,1,22,1030,17,1.2
2017,1,22,1435,17,1.1
2017,1,22,1030,18,1.2
2017,1,22,1435,18,1.3
2017,1,22,1030,19,1.2
2017,1,22,1435,19,1.2
2017,1,22,1030,20,1.1
2017,1,22,1435,20,1.1
2017,1,22,1030,21,1.1
2017,1,22,1435,21,1.1
2017,1,22,1030,22,1.2
2017,1,22,1435,22,1.1
2017,1,22,1030,23,1.2
2017,1,22,1435,23,1.2
2017,1,22,1030,24,1.2
2017,1,22,1435,24,1.1
2017,1,22,1030,25,1.2
2017,1,22,1435,25,1.1
2017,1,22,1030,26,1.1
2017,1,22,1435,26,1.1
2017,1,22,1030,27,1.1
2017,1,22,1435,27,1
2017,1,22,1030,28,1.1
2017,1,22,1435,28,1
2017,1,22,1030,29,1.1
2017,1,22,1435,29,1
2017,1,22,1030,30,1.1
2017,1,22,1435,30,1
2017,1,22,1030,31,1.2
2017,1,22,1435,31,1.2
2017,1,22,1030,32,1.2
2017,1,22,1435,32,1.2
2017,1,22,1030,33,1.2
2017,1,22,1435,33,1.1
2017,1,22,1030,34,1.2
2017,1,22,1435,34,1.1
2017,1,22,1030,35,1.2
2017,1,22,1435,35,1.2
2017,1,22,1030,36,1.2
2017,1,22,1435,36,1.2
2017,1,23,915,1,1
2017,1,23,1535,1,0.9
2017,1,23,915,2,1
2017,1,23,1535,2,0.9
2017,1,23,915,3,1
2017,1,23,1535,3,0.9
2017,1,23,915,4,1
2017,1,23,1535,4,0.9
2017,1,23,915,5,0.9
2017,1,23,1535,5,0.9
2017,1,23,915,6,0.9
2017,1,23,1535,6,0.8
2017,1,23,915,7,0.9
2017,1,23,1535,7,0.8
2017,1,23,915,8,0.9
2017,1,23,1535,8,0.9
2017,1,23,915,9,1
2017,1,23,1535,9,0.9
2017,1,23,915,10,1
2017,1,23,1535,10,0.9
2017,1,23,915,11,1
2017,1,23,1535,11,0.9
2017,1,23,915,12,1
2017,1,23,1535,12,0.9
2017,1,23,915,13,1
2017,1,23,1535,13,0.9
2017,1,23,915,14,1
2017,1,23,1535,14,1
2017,1,23,915,15,1
2017,1,23,1535,15,1
2017,1,23,915,16,1
2017,1,23,1535,16,1
2017,1,23,915,17,1
2017,1,23,1535,17,0.9
2017,1,23,915,18,1.1
2017,1,23,1535,18,1
2017,1,23,915,19,1
2017,1,23,1535,19,1
2017,1,23,915,20,1
2017,1,23,1535,20,0.9
2017,1,23,915,21,1
2017,1,23,1535,21,0.9
2017,1,23,915,22,1
2017,1,23,1535,22,1
2017,1,23,915,23,1
2017,1,23,1535,23,1
2017,1,23,915,24,1
2017,1,23,1535,24,1
2017,1,23,915,25,1
2017,1,23,1535,25,0.9
2017,1,23,915,26,1
2017,1,23,1535,26,0.9
2017,1,23,915,27,0.9
2017,1,23,1535,27,0.8
2017,1,23,915,28,0.9
2017,1,23,1535,28,0.8
2017,1,23,915,29,0.9
2017,1,23,1535,29,0.9
2017,1,23,915,30,0.9
2017,1,23,1535,30,0.8
2017,1,23,915,31,1
2017,1,23,1535,31,1
2017,1,23,915,32,1
2017,1,23,1535,32,1
2017,1,23,915,33,1
2017,1,23,1535,33,1
2017,1,23,915,34,1
2017,1,23,1535,34,0.9
2017,1,23,915,35,1
2017,1,23,1535,35,1
2017,1,23,915,36,1
2017,1,23,1535,36,1
2017,1,24,800,1,0.8
2017,1,24,1715,1,1
2017,1,24,800,2,0.8
2017,1,24,1715,2,1
2017,1,24,800,3,0.8
2017,1,24,1715,3,1
2017,1,24,800,4,0.8
2017,1,24,1715,4,1
2017,1,24,800,5,0.8
2017,1,24,1715,5,1
2017,1,24,800,6,0.8
2017,1,24,1715,6,1
2017,1,24,800,7,0.8
2017,1,24,1715,7,0.9
2017,1,24,800,8,0.8
2017,1,24,1715,8,1
2017,1,24,800,9,0.9
2017,1,24,1715,9,1
2017,1,24,800,10,0.9
2017,1,24,1715,10,1
2017,1,24,800,11,0.8
2017,1,24,1715,11,1
2017,1,24,800,12,0.9
2017,1,24,1715,12,1
2017,1,24,800,13,0.9
2017,1,24,1715,13,1
2017,1,24,800,14,0.9
2017,1,24,1715,14,1.1
2017,1,24,800,15,0.9
2017,1,24,1715,15,1.1
2017,1,24,800,16,0.9
2017,1,24,1715,16,1.1
2017,1,24,800,17,0.9
2017,1,24,1715,17,1.1
2017,1,24,800,18,0.9
2017,1,24,1715,18,1.1
2017,1,24,800,19,0.9
2017,1,24,1715,19,1.1
2017,1,24,800,20,0.9
2017,1,24,1715,20,1
2017,1,24,800,21,0.9
2017,1,24,1715,21,1
2017,1,24,800,22,0.9
2017,1,24,1715,22,1
2017,1,24,800,23,0.9
2017,1,24,1715,23,1
2017,1,24,800,24,0.9
2017,1,24,1715,24,1
2017,1,24,800,25,0.9
2017,1,24,1715,25,1
2017,1,24,800,26,0.8
2017,1,24,1715,26,1
2017,1,24,800,27,0.8
2017,1,24,1715,27,0.9
2017,1,24,800,28,0.8
2017,1,24,1715,28,0.9
2017,1,24,800,29,0.8
2017,1,24,1715,29,1
2017,1,24,800,30,0.8
2017,1,24,1715,30,1
2017,1,24,800,31,1
2017,1,24,1715,31,1.1
2017,1,24,800,32,1
2017,1,24,1715,32,1.1
2017,1,24,800,33,0.9
2017,1,24,1715,33,1
2017,1,24,800,34,0.9
2017,1,24,1715,34,1
2017,1,24,800,35,0.9
2017,1,24,1715,35,1.1
2017,1,24,800,36,0.9
2017,1,24,1715,36,1.1
2017,1,25,745,1,1
2017,1,25,1650,1,1.1
2017,1,25,745,2,1
2017,1,25,1650,2,1.1
2017,1,25,745,3,1
2017,1,25,1650,3,1
2017,1,25,745,4,1
2017,1,25,1650,4,1
2017,1,25,745,5,1
2017,1,25,1650,5,1
2017,1,25,745,6,1
2017,1,25,1650,6,1
2017,1,25,745,7,0.9
2017,1,25,1650,7,1
2017,1,25,745,8,1
2017,1,25,1650,8,1.1
2017,1,25,745,9,1
2017,1,25,1650,9,1.1
2017,1,25,745,10,1
2017,1,25,1650,10,1.1
2017,1,25,745,11,1
2017,1,25,1650,11,1.1
2017,1,25,745,12,1
2017,1,25,1650,12,1.1
2017,1,25,745,13,1
2017,1,25,1650,13,1.1
2017,1,25,745,14,1.1
2017,1,25,1650,14,1.2
2017,1,25,745,15,1.1
2017,1,25,1650,15,1.1
2017,1,25,745,16,1.1
2017,1,25,1650,16,1.2
2017,1,25,745,17,1.1
2017,1,25,1650,17,1.1
2017,1,25,745,18,1.1
2017,1,25,1650,18,1.2
2017,1,25,745,19,1.1
2017,1,25,1650,19,1.1
2017,1,25,745,20,1
2017,1,25,1650,20,1.1
2017,1,25,745,21,1
2017,1,25,1650,21,1.1
2017,1,25,745,22,1.1
2017,1,25,1650,22,1.1
2017,1,25,745,23,1.1
2017,1,25,1650,23,1.2
2017,1,25,745,24,1.1
2017,1,25,1650,24,1.1
2017,1,25,745,25,1
2017,1,25,1650,25,1.1
2017,1,25,745,26,1
2017,1,25,1650,26,1.1
2017,1,25,745,27,1
2017,1,25,1650,27,1
2017,1,25,745,28,1
2017,1,25,1650,28,1
2017,1,25,745,29,1
2017,1,25,1650,29,1
2017,1,25,745,30,1
2017,1,25,1650,30,1
2017,1,25,745,31,1.1
2017,1,25,1650,31,1.1
2017,1,25,745,32,1.1
2017,1,25,1650,32,1.1
2017,1,25,745,33,1.1
2017,1,25,1650,33,1.1
2017,1,25,745,34,1
2017,1,25,1650,34,1.1
2017,1,25,745,35,1.1
2017,1,25,1650,35,1.2
2017,1,25,745,36,1.1
2017,1,25,1650,36,1.1
2017,1,26,900,1,1.1
2017,1,26,1745,1,0.9
2017,1,26,900,2,1.1
2017,1,26,1745,2,1
2017,1,26,900,3,1.1
2017,1,26,1745,3,0.9
2017,1,26,900,4,1
2017,1,26,1745,4,0.9
2017,1,26,900,5,1
2017,1,26,1745,5,1
2017,1,26,900,6,1
2017,1,26,1745,6,0.9
2017,1,26,900,7,1
2017,1,26,1745,7,0.9
2017,1,26,900,8,1.1
2017,1,26,1745,8,1
2017,1,26,900,9,1.2
2017,1,26,1745,9,1
2017,1,26,900,10,1.1
2017,1,26,1745,10,1
2017,1,26,900,11,1.1
2017,1,26,1745,11,0.9
2017,1,26,900,12,1.1
2017,1,26,1745,12,1
2017,1,26,900,13,1.1
2017,1,26,1745,13,1
2017,1,26,900,14,1.2
2017,1,26,1745,14,1.1
2017,1,26,900,15,1.2
2017,1,26,1745,15,1
2017,1,26,900,16,1.2
2017,1,26,1745,16,1.1
2017,1,26,900,17,1.1
2017,1,26,1745,17,1
2017,1,26,900,18,1.3
2017,1,26,1745,18,1.1
2017,1,26,900,19,1.2
2017,1,26,1745,19,1
2017,1,26,900,20,1.1
2017,1,26,1745,20,0.9
2017,1,26,900,21,1.1
2017,1,26,1745,21,1
2017,1,26,900,22,1.2
2017,1,26,1745,22,1.1
2017,1,26,900,23,1.2
2017,1,26,1745,23,1
2017,1,26,900,24,1.2
2017,1,26,1745,24,1
2017,1,26,900,25,1.1
2017,1,26,1745,25,0.8
2017,1,26,900,26,1.1
2017,1,26,1745,26,0.9
2017,1,26,900,27,1.1
2017,1,26,1745,27,0.8
2017,1,26,900,28,1
2017,1,26,1745,28,0.8
2017,1,26,900,29,1.1
2017,1,26,1745,29,0.9
2017,1,26,900,30,1.1
2017,1,26,1745,30,0.8
2017,1,26,900,31,1.3
2017,1,26,1745,31,1
2017,1,26,900,32,1.3
2017,1,26,1745,32,1.1
2017,1,26,900,33,1.2
2017,1,26,1745,33,1
2017,1,26,900,34,1.1
2017,1,26,1745,34,0.9
2017,1,26,900,35,1.2
2017,1,26,1745,35,1
2017,1,26,900,36,1.2
2017,1,26,1745,36,1.1
2017,1,27,810,1,1
2017,1,27,1700,1,0.8
2017,1,27,810,2,1
2017,1,27,1700,2,0.9
2017,1,27,810,3,1
2017,1,27,1700,3,0.8
2017,1,27,810,4,0.9
2017,1,27,1700,4,0.8
2017,1,27,810,5,1
2017,1,27,1700,5,0.8
2017,1,27,810,6,0.9
2017,1,27,1700,6,0.8
2017,1,27,810,7,0.9
2017,1,27,1700,7,0.8
2017,1,27,810,8,1
2017,1,27,1700,8,0.9
2017,1,27,810,9,1.1
2017,1,27,1700,9,0.9
2017,1,27,810,10,1
2017,1,27,1700,10,0.9
2017,1,27,810,11,1
2017,1,27,1700,11,0.9
2017,1,27,810,12,1
2017,1,27,1700,12,0.9
2017,1,27,810,13,1
2017,1,27,1700,13,0.9
2017,1,27,810,14,1.1
2017,1,27,1700,14,1
2017,1,27,810,15,1.1
2017,1,27,1700,15,1
2017,1,27,810,16,1.1
2017,1,27,1700,16,1
2017,1,27,810,17,1.1
2017,1,27,1700,17,1
2017,1,27,810,18,1.1
2017,1,27,1700,18,1.1
2017,1,27,810,19,1.1
2017,1,27,1700,19,1
2017,1,27,810,20,1
2017,1,27,1700,20,0.9
2017,1,27,810,21,1
2017,1,27,1700,21,0.9
2017,1,27,810,22,1.1
2017,1,27,1700,22,1
2017,1,27,810,23,1.1
2017,1,27,1700,23,1
2017,1,27,810,24,1.1
2017,1,27,1700,24,1
2017,1,27,810,25,1
2017,1,27,1700,25,0.9
2017,1,27,810,26,1
2017,1,27,1700,26,0.9
2017,1,27,810,27,1
2017,1,27,1700,27,0.8
2017,1,27,810,28,0.9
2017,1,27,1700,28,0.8
2017,1,27,810,29,1
2017,1,27,1700,29,0.9
2017,1,27,810,30,0.9
2017,1,27,1700,30,0.8
2017,1,27,810,31,1.1
2017,1,27,1700,31,1
2017,1,27,810,32,1.1
2017,1,27,1700,32,1
2017,1,27,810,33,1.1
2017,1,27,1700,33,1
2017,1,27,810,34,1
2017,1,27,1700,34,0.9
2017,1,27,810,35,1.1
2017,1,27,1700,35,1
2017,1,27,810,36,1.1
2017,1,27,1700,36,1
2017,1,28,910,1,1
2017,1,28,1545,1,1.1
2017,1,28,910,2,1
2017,1,28,1545,2,1.1
2017,1,28,910,3,1
2017,1,28,1545,3,1.1
2017,1,28,910,4,1
2017,1,28,1545,4,1.1
2017,1,28,910,5,1
2017,1,28,1545,5,1.1
2017,1,28,910,6,1
2017,1,28,1545,6,1.1
2017,1,28,910,7,1
2017,1,28,1545,7,1.1
2017,1,28,910,8,1.1
2017,1,28,1545,8,1.2
2017,1,28,910,9,1.1
2017,1,28,1545,9,1.2
2017,1,28,910,10,1.1
2017,1,28,1545,10,1.2
2017,1,28,910,11,1.1
2017,1,28,1545,11,1.2
2017,1,28,910,12,1.1
2017,1,28,1545,12,1.2
2017,1,28,910,13,1.1
2017,1,28,1545,13,1.3
2017,1,28,910,14,1.2
2017,1,28,1545,14,1.3
2017,1,28,910,15,1.1
2017,1,28,1545,15,1.3
2017,1,28,910,16,1.2
2017,1,28,1545,16,1.3
2017,1,28,910,17,1.1
2017,1,28,1545,17,1.3
2017,1,28,910,18,1.2
2017,1,28,1545,18,1.3
2017,1,28,910,19,1.1
2017,1,28,1545,19,1.3
2017,1,28,910,20,1.1
2017,1,28,1545,20,1.3
2017,1,28,910,21,1.1
2017,1,28,1545,21,1.3
2017,1,28,910,22,1.1
2017,1,28,1545,22,1.3
2017,1,28,910,23,1.2
2017,1,28,1545,23,1.3
2017,1,28,910,24,1.1
2017,1,28,1545,24,1.3
2017,1,28,910,25,1.1
2017,1,28,1545,25,1.2
2017,1,28,910,26,1.1
2017,1,28,1545,26,1.2
2017,1,28,910,27,1
2017,1,28,1545,27,1.1
2017,1,28,910,28,1
2017,1,28,1545,28,1.1
2017,1,28,910,29,1.1
2017,1,28,1545,29,1.2
2017,1,28,910,30,1.1
2017,1,28,1545,30,1.1
2017,1,28,910,31,1.2
2017,1,28,1545,31,1.3
2017,1,28,910,32,1.2
2017,1,28,1545,32,1.3
2017,1,28,910,33,1.1
2017,1,28,1545,33,1.3
2017,1,28,910,34,1.1
2017,1,28,1545,34,1.2
2017,1,28,910,35,1.2
2017,1,28,1545,35,1.3
2017,1,28,910,36,1.2
2017,1,28,1545,36,1.3
2017,1,29,1100,1,1.1
2017,1,29,1535,1,1.1
2017,1,29,1100,2,1.1
2017,1,29,1535,2,1.1
2017,1,29,1100,3,1
2017,1,29,1535,3,1.1
2017,1,29,1100,4,1
2017,1,29,1535,4,1
2017,1,29,1100,5,1
2017,1,29,1535,5,1
2017,1,29,1100,6,1
2017,1,29,1535,6,1
2017,1,29,1100,7,1
2017,1,29,1535,7,1
2017,1,29,1100,8,1.1
2017,1,29,1535,8,1
2017,1,29,1100,9,1.1
2017,1,29,1535,9,1.1
2017,1,29,1100,10,1.1
2017,1,29,1535,10,1.1
2017,1,29,1100,11,1.1
2017,1,29,1535,11,1.1
2017,1,29,1100,12,1.1
2017,1,29,1535,12,1.1
2017,1,29,1100,13,1.2
2017,1,29,1535,13,1.1
2017,1,29,1100,14,1.2
2017,1,29,1535,14,1.2
2017,1,29,1100,15,1.1
2017,1,29,1535,15,1.1
2017,1,29,1100,16,1.2
2017,1,29,1535,16,1.2
2017,1,29,1100,17,1.1
2017,1,29,1535,17,1.1
2017,1,29,1100,18,1.2
2017,1,29,1535,18,1.2
2017,1,29,1100,19,1.2
2017,1,29,1535,19,1.2
2017,1,29,1100,20,1.1
2017,1,29,1535,20,1.1
2017,1,29,1100,21,1.1
2017,1,29,1535,21,1.1
2017,1,29,1100,22,1.1
2017,1,29,1535,22,1.1
2017,1,29,1100,23,1.2
2017,1,29,1535,23,1.2
2017,1,29,1100,24,1.2
2017,1,29,1535,24,1.2
2017,1,29,1100,25,1.1
2017,1,29,1535,25,1.1
2017,1,29,1100,26,1
2017,1,29,1535,26,1.1
2017,1,29,1100,27,1
2017,1,29,1535,27,1
2017,1,29,1100,28,1
2017,1,29,1535,28,1
2017,1,29,1100,29,1
2017,1,29,1535,29,1.1
2017,1,29,1100,30,1
2017,1,29,1535,30,1
2017,1,29,1100,31,1.2
2017,1,29,1535,31,1.2
2017,1,29,1100,32,1.2
2017,1,29,1535,32,1.2
2017,1,29,1100,33,1.2
2017,1,29,1535,33,1.2
2017,1,29,1100,34,1.1
2017,1,29,1535,34,1.1
2017,1,29,1100,35,1.2
2017,1,29,1535,35,1.2
2017,1,29,1100,36,1.2
2017,1,29,1535,36,1.2
2017,1,30,800,1,1
2017,1,30,1625,1,1.4
2017,1,30,800,2,1.1
2017,1,30,1625,2,1.2
2017,1,30,800,3,1
2017,1,30,1625,3,1.2
2017,1,30,800,4,1
2017,1,30,1625,4,1.2
2017,1,30,800,5,1.1
2017,1,30,1625,5,1.2
2017,1,30,800,6,1
2017,1,30,1625,6,1.1
2017,1,30,800,7,1
2017,1,30,1625,7,1.1
2017,1,30,800,8,1.1
2017,1,30,1625,8,1.2
2017,1,30,800,9,1.2
2017,1,30,1625,9,1.4
2017,1,30,800,10,1.1
2017,1,30,1625,10,1.2
2017,1,30,800,11,1.1
2017,1,30,1625,11,1.2
2017,1,30,800,12,1.1
2017,1,30,1625,12,1.2
2017,1,30,800,13,1.2
2017,1,30,1625,13,1.2
2017,1,30,800,14,1.2
2017,1,30,1625,14,1.3
2017,1,30,800,15,1.2
2017,1,30,1625,15,1.3
2017,1,30,800,16,1.2
2017,1,30,1625,16,1.3
2017,1,30,800,17,1.2
2017,1,30,1625,17,1.3
2017,1,30,800,18,1.3
2017,1,30,1625,18,1.4
2017,1,30,800,19,1.1
2017,1,30,1625,19,1.3
2017,1,30,800,20,1.1
2017,1,30,1625,20,1.2
2017,1,30,800,21,1.1
2017,1,30,1625,21,1.2
2017,1,30,800,22,1.2
2017,1,30,1625,22,1.2
2017,1,30,800,23,1.2
2017,1,30,1625,23,1.3
2017,1,30,800,24,1.2
2017,1,30,1625,24,1.3
2017,1,30,800,25,1.1
2017,1,30,1625,25,1.2
2017,1,30,800,26,1.1
2017,1,30,1625,26,1.1
2017,1,30,800,27,1
2017,1,30,1625,27,1.1
2017,1,30,800,28,1
2017,1,30,1625,28,1.1
2017,1,30,800,29,1.1
2017,1,30,1625,29,1.1
2017,1,30,800,30,1.1
2017,1,30,1625,30,1.1
2017,1,30,800,31,1.2
2017,1,30,1625,31,1.3
2017,1,30,800,32,1.2
2017,1,30,1625,32,1.3
2017,1,30,800,33,1.2
2017,1,30,1625,33,1.2
2017,1,30,800,34,1.1
2017,1,30,1625,34,1.2
2017,1,30,800,35,1.3
2017,1,30,1625,35,1.3
2017,1,30,800,36,1.3
2017,1,30,1625,36,1.3
2017,1,31,920,1,1.1
2017,1,31,1650,1,1
2017,1,31,920,2,1
2017,1,31,1650,2,1
2017,1,31,920,3,1.1
2017,1,31,1650,3,1
2017,1,31,920,4,1
2017,1,31,1650,4,1.1
2017,1,31,920,5,1
2017,1,31,1650,5,1
2017,1,31,920,6,1
2017,1,31,1650,6,1
2017,1,31,920,7,1
2017,1,31,1650,7,1
2017,1,31,920,8,1.1
2017,1,31,1650,8,1.1
2017,1,31,920,9,1
2017,1,31,1650,9,1.1
2017,1,31,920,10,1
2017,1,31,1650,10,1.1
2017,1,31,920,11,1
2017,1,31,1650,11,1.1
2017,1,31,920,12,1.1
2017,1,31,1650,12,1.1
2017,1,31,920,13,1
2017,1,31,1650,13,1.1
2017,1,31,920,14,1.2
2017,1,31,1650,14,1.1
2017,1,31,920,15,1.1
2017,1,31,1650,15,1.1
2017,1,31,920,16,1.2
2017,1,31,1650,16,1.2
2017,1,31,920,17,1.1
2017,1,31,1650,17,1.1
2017,1,31,920,18,1.2
2017,1,31,1650,18,1.1
2017,1,31,920,19,1.1
2017,1,31,1650,19,1.1
2017,1,31,920,20,1.1
2017,1,31,1650,20,1.1
2017,1,31,920,21,1.1
2017,1,31,1650,21,1.1
2017,1,31,920,22,1.1
2017,1,31,1650,22,1.1
2017,1,31,920,23,1.1
2017,1,31,1650,23,1.1
2017,1,31,920,24,1.1
2017,1,31,1650,24,1.1
2017,1,31,920,25,1.1
2017,1,31,1650,25,1.1
2017,1,31,920,26,1.1
2017,1,31,1650,26,1.1
2017,1,31,920,27,1
2017,1,31,1650,27,1
2017,1,31,920,28,1
2017,1,31,1650,28,1
2017,1,31,920,29,1.1
2017,1,31,1650,29,1
2017,1,31,920,30,1
2017,1,31,1650,30,1
2017,1,31,920,31,1.2
2017,1,31,1650,31,1.2
2017,1,31,920,32,1.2
2017,1,31,1650,32,1.1
2017,1,31,920,33,1.1
2017,1,31,1650,33,1.1
2017,1,31,920,34,1.1
2017,1,31,1650,34,1.1
2017,1,31,920,35,1.1
2017,1,31,1650,35,1.2
2017,1,31,920,36,1.2
2017,1,31,1650,36,1.1
2017,2,1,740,1,0.8
2017,2,1,1705,1,0.8
2017,2,1,740,2,0.8
2017,2,1,1705,2,0.8
2017,2,1,740,3,0.8
2017,2,1,1705,3,0.8
2017,2,1,740,4,0.7
2017,2,1,1705,4,0.8
2017,2,1,740,5,0.7
2017,2,1,1705,5,0.8
2017,2,1,740,6,0.7
2017,2,1,1705,6,0.8
2017,2,1,740,7,0.7
2017,2,1,1705,7,0.8
2017,2,1,740,8,0.8
2017,2,1,1705,8,1
2017,2,1,740,9,0.7
2017,2,1,1705,9,0.8
2017,2,1,740,10,0.8
2017,2,1,1705,10,0.8
2017,2,1,740,11,0.8
2017,2,1,1705,11,0.8
2017,2,1,740,12,0.8
2017,2,1,1705,12,0.9
2017,2,1,740,13,0.8
2017,2,1,1705,13,0.8
2017,2,1,740,14,0.9
2017,2,1,1705,14,1
2017,2,1,740,15,0.9
2017,2,1,1705,15,0.9
2017,2,1,740,16,1
2017,2,1,1705,16,0.9
2017,2,1,740,17,0.8
2017,2,1,1705,17,0.8
2017,2,1,740,18,1
2017,2,1,1705,18,0.9
2017,2,1,740,19,0.8
2017,2,1,1705,19,0.9
2017,2,1,740,20,0.8
2017,2,1,1705,20,0.8
2017,2,1,740,21,0.9
2017,2,1,1705,21,0.8
2017,2,1,740,22,0.8
2017,2,1,1705,22,0.8
2017,2,1,740,23,0.9
2017,2,1,1705,23,0.8
2017,2,1,740,24,0.9
2017,2,1,1705,24,0.8
2017,2,1,740,25,0.8
2017,2,1,1705,25,0.8
2017,2,1,740,26,0.8
2017,2,1,1705,26,0.8
2017,2,1,740,27,0.8
2017,2,1,1705,27,0.8
2017,2,1,740,28,0.8
2017,2,1,1705,28,0.8
2017,2,1,740,29,0.8
2017,2,1,1705,29,0.8
2017,2,1,740,30,0.8
2017,2,1,1705,30,0.8
2017,2,1,740,31,0.9
2017,2,1,1705,31,0.8
2017,2,1,740,32,1
2017,2,1,1705,32,0.9
2017,2,1,740,33,0.9
2017,2,1,1705,33,0.8
2017,2,1,740,34,0.8
2017,2,1,1705,34,0.8
2017,2,1,740,35,0.9
2017,2,1,1705,35,0.8
2017,2,1,740,36,0.9
2017,2,1,1705,36,0.8
2017,2,2,920,1,0.6
2017,2,2,1750,1,0.6
2017,2,2,920,2,0.6
2017,2,2,1750,2,0.6
2017,2,2,920,3,0.6
2017,2,2,1750,3,0.6
2017,2,2,920,4,0.6
2017,2,2,1750,4,0.5
2017,2,2,920,5,0.6
2017,2,2,1750,5,0.5
2017,2,2,920,6,0.5
2017,2,2,1750,6,0.5
2017,2,2,920,7,0.5
2017,2,2,1750,7,0.5
2017,2,2,920,8,0.7
2017,2,2,1750,8,0.6
2017,2,2,920,9,0.6
2017,2,2,1750,9,0.6
2017,2,2,920,10,0.6
2017,2,2,1750,10,0.6
2017,2,2,920,11,0.6
2017,2,2,1750,11,0.6
2017,2,2,920,12,0.6
2017,2,2,1750,12,0.6
2017,2,2,920,13,0.6
2017,2,2,1750,13,0.6
2017,2,2,920,14,0.7
2017,2,2,1750,14,0.6
2017,2,2,920,15,0.7
2017,2,2,1750,15,0.6
2017,2,2,920,16,0.7
2017,2,2,1750,16,0.7
2017,2,2,920,17,0.7
2017,2,2,1750,17,0.6
2017,2,2,920,18,0.7
2017,2,2,1750,18,0.7
2017,2,2,920,19,0.7
2017,2,2,1750,19,0.6
2017,2,2,920,20,0.6
2017,2,2,1750,20,0.6
2017,2,2,920,21,0.6
2017,2,2,1750,21,0.6
2017,2,2,920,22,0.7
2017,2,2,1750,22,0.6
2017,2,2,920,23,0.7
2017,2,2,1750,23,0.6
2017,2,2,920,24,0.7
2017,2,2,1750,24,0.6
2017,2,2,920,25,0.6
2017,2,2,1750,25,0.6
2017,2,2,920,26,0.6
2017,2,2,1750,26,0.6
2017,2,2,920,27,0.6
2017,2,2,1750,27,0.5
2017,2,2,920,28,0.6
2017,2,2,1750,28,0.5
2017,2,2,920,29,0.6
2017,2,2,1750,29,0.6
2017,2,2,920,30,0.6
2017,2,2,1750,30,0.6
2017,2,2,920,31,0.7
2017,2,2,1750,31,0.7
2017,2,2,920,32,0.7
2017,2,2,1750,32,0.7
2017,2,2,920,33,0.7
2017,2,2,1750,33,0.7
2017,2,2,920,34,0.7
2017,2,2,1750,34,0.6
2017,2,2,920,35,0.7
2017,2,2,1750,35,0.8
2017,2,2,920,36,0.7
2017,2,2,1750,36,0.6
2017,2,3,930,1,0.5
2017,2,3,1645,1,0.5
2017,2,3,930,2,0.5
2017,2,3,1645,2,0.5
2017,2,3,930,3,0.5
2017,2,3,1645,3,0.5
2017,2,3,930,4,0.4
