year,month,day,tank,size,ration,mmSL,weight_g,fish_num
2017,3,28,22,small,10,79,4.67,2
2017,3,28,22,small,10,95,8.34,3
2017,3,28,22,small,10,90,7.37,4
2017,3,28,22,small,10,90,6.91,5
2017,3,28,22,small,10,79,4.59,6
2017,3,28,22,small,10,82,4.87,7
2017,3,28,22,small,10,75,3.56,8
2017,3,28,23,large,2.5,104,10.4,1
2017,3,28,23,large,2.5,102,9.86,2
2017,3,28,23,large,2.5,107,11.85,3
2017,3,28,23,large,2.5,106,11.54,4
2017,3,28,23,large,2.5,101,9.46,5
2017,3,28,23,large,2.5,114,12.91,6
2017,3,28,23,large,2.5,111,12.3,7
2017,3,28,27,small,10,85,5.14,1
2017,3,28,27,small,10,90,6.97,2
2017,3,28,27,small,10,81,5.09,3
2017,3,28,27,small,10,84,4.76,4
2017,3,28,27,small,10,89,5.89,5
2017,3,28,27,small,10,89,6.77,6
2017,3,28,27,small,10,97,8.1,7
2017,3,28,27,small,10,88,5.87,8
2017,3,28,28,small,2.5,87,5.43,1
2017,3,28,28,small,2.5,94,7.87,2
2017,3,28,28,small,2.5,98,9.52,3
2017,3,28,28,small,2.5,92,7.05,4
2017,3,28,28,small,2.5,95,8.19,5
2017,3,28,28,small,2.5,95,8.52,6
2017,3,28,28,small,2.5,90,6.83,7
2017,3,28,28,small,2.5,93,7.13,8
2017,3,28,28,small,2.5,85,5.97,9
2017,3,28,29,small,2.5,89,6.49,1
2017,3,28,29,small,2.5,89,5.86,2
2017,3,28,29,small,2.5,91,6.99,3
2017,3,28,29,small,2.5,94,8.32,4
2017,3,28,29,small,2.5,87,4.89,5
2017,3,28,29,small,2.5,91,7,6
2017,3,28,29,small,2.5,97,8.4,7
2017,3,28,29,small,2.5,99,9.5,8
2017,3,28,29,small,2.5,94,7.9,9
2017,3,28,30,small,10,93,7.13,1
2017,3,28,30,small,10,95,7.89,2
2017,3,28,30,small,10,98,8.83,3
2017,3,28,30,small,10,90,6.32,4
2017,3,28,30,small,10,94,7.78,5
2017,3,28,30,small,10,86,6.34,6
2017,3,28,30,small,10,92,7.25,7
2017,3,28,30,small,10,85,6.16,8
2017,3,28,32,large,5,100,10.1,1
2017,3,28,32,large,5,110,11,2
2017,3,28,32,large,5,103,10.12,3
2017,3,28,32,large,5,104,8.94,4
2017,3,28,32,large,5,106,10.78,5
2017,3,28,32,large,5,98,7.9,6
2017,3,28,32,large,5,117,14.61,7
2017,3,28,32,large,5,100,8.36,8
2017,3,28,32,large,5,97,7.82,9
2017,3,28,33,small,2.5,87,6.24,1
2017,3,28,33,small,2.5,91,6.38,2
2017,3,28,33,small,2.5,83,5.34,3
2017,3,28,33,small,2.5,93,7.36,4
2017,3,28,33,small,2.5,89,6.41,5
2017,3,28,33,small,2.5,84,5.01,6
2017,3,28,33,small,2.5,90,7.71,7
2017,3,28,33,small,2.5,94,8.03,8
2017,3,28,33,small,2.5,92,8.17,9
2017,3,28,34,large,5,118,15.77,1
2017,3,28,34,large,5,108,9.39,2
2017,3,28,34,large,5,115,14.39,3
2017,3,28,34,large,5,118,15.32,4
2017,3,28,34,large,5,114,14.37,5
2017,3,28,34,large,5,114,14.34,6
2017,3,28,34,large,5,114,13.72,7
2017,3,28,34,large,5,118,15.56,8
2017,3,28,34,large,5,122,16.89,9
2017,3,28,36,large,10,126,18.54,1
2017,3,28,36,large,10,125,18.38,2
2017,3,28,36,large,10,119,15.48,3
2017,3,28,36,large,10,117,14.59,4
2017,3,28,36,large,10,116,13.6,5
2017,3,28,36,large,10,128,20.24,6
2017,3,28,36,large,10,117,12.54,7
2017,3,28,36,large,10,112,12.52,8
2017,3,28,36,large,10,122,15.98,9
